chr2L	8049638	8050164
chr2L	8050164	8050684
chr2L	8050684	8050904
chr2L	8050904	8051157
chr2L	8051157	8051622
chr2L	8051622	8051852
chr2L	8051852	8052070
chr2L	8052070	8052402
chr2L	8052402	8053097
chr2L	8053097	8053651
chr2L	8053651	8054385
chr2L	8054385	8055290
chr2L	8055290	8055558
chr2L	8055558	8055887
chr2L	8055887	8056190
chr2L	8056190	8056449
chr2L	8056449	8056797
chr2L	8056797	8057059
chr2L	8057059	8057243
chr2L	8057243	8057720
chr2L	8057720	8058213
chr2L	8058213	8058600
chr2L	8058600	8059246
chr2L	8059246	8059507
chr2L	8059507	8059923
chr2L	8059923	8060638
chr2L	8060638	8061208
chr2L	8061208	8061587
chr2L	8061587	8062139
chr2L	8062139	8063288
chr2L	8063288	8064142
chr2L	8064142	8064495
chr2L	8064495	8064771
chr2L	8064771	8065224
chr2L	8065224	8065434
chr2L	8065434	8065677
chr2L	8065677	8066258
chr2L	8066258	8066870
chr2L	8066870	8067102
chr2L	8067102	8067656
chr2L	8067656	8067976
chr2L	8067976	8068208
chr2L	8068208	8068672
chr2L	8068672	8069268
chr2L	8069268	8069666
chr2L	8069666	8070375
chr2L	8070375	8071061
chr2L	8071061	8071648
chr2L	8071648	8072244
chr2L	8072244	8072615
chr2L	8072615	8073047
chr2L	8073047	8074481
chr2L	8074481	8075728
chr2L	8075728	8076380
chr2L	8076380	8076891
chr2L	8076891	8077502
chr2L	8077502	8078332
chr2L	8078332	8079131
chr2L	8079131	8079318
chr2L	8079318	8079710
chr2L	8079710	8080217
chr2L	8080217	8080549
chr2L	8080549	8080902
chr2L	8080902	8081454
chr2L	8081454	8081942
chr2L	8081942	8082486
chr2L	8082486	8083098
chr2L	8083098	8083386
chr2L	8083386	8083656
chr2L	8083656	8083871
chr2L	8083871	8084233
chr2L	8084233	8084740
chr2L	8084740	8085415
chr2L	8085415	8085900
chr2L	8085900	8086388
chr2L	8086388	8086749
chr2L	8086749	8087084
chr2L	8087084	8087486
chr2L	8087486	8087879
chr2L	8087879	8088247
chr2L	8088247	8088766
chr2L	8088766	8089097
chr2L	8089097	8089504
chr2L	8089504	8089965
chr2L	8089965	8090498
chr2L	8090498	8090803
chr2L	8090803	8091437
chr2L	8091437	8092013
chr2L	8092013	8092432
chr2L	8092432	8094134
chr2L	8094134	8095672
chr2L	8095672	8096297
chr2L	8096297	8096754
chr2L	8096754	8097248
chr2L	8097248	8097658
chr2L	8097658	8097920
chr2L	8097920	8098477
chr2L	8098477	8099146
chr2L	8099146	8099523
chr2L	8099523	8100742
chr2L	8100742	8102057
chr2L	8102057	8102313
chr2L	8102313	8103175
chr2L	8103175	8103924
chr2L	8103924	8104532
chr2L	8104532	8104879
chr2L	8104879	8105376
chr2L	8105376	8105991
chr2L	8105991	8106702
chr2L	8106702	8107155
chr2L	8107155	8107439
chr2L	8107439	8107785
chr2L	8107785	8108163
chr2L	8108163	8108557
chr2L	8108557	8108930
chr2L	8108930	8109426
chr2L	8109426	8109689
chr2L	8109689	8110179
chr2L	8110179	8110476
chr2L	8110476	8110884
chr2L	8110884	8111286
chr2L	8111286	8111686
chr2L	8111686	8112015
chr2L	8112015	8112714
chr2L	8112714	8113641
chr2L	8113641	8114841
chr2L	8114841	8115233
chr2L	8115233	8115771
chr2L	8115771	8116380
chr2L	8116380	8116864
chr2L	8116864	8117300
chr2L	8117300	8117855
chr2L	8117855	8118571
chr2L	8118571	8118965
chr2L	8118965	8119401
chr2L	8119401	8119829
chr2L	8119829	8120215
chr2L	8120215	8120675
chr2L	8120675	8120958
chr2L	8120958	8121567
chr2L	8121567	8121961
chr2L	8121961	8122197
chr2L	8122197	8122445
chr2L	8122445	8123071
chr2L	8123071	8123505
chr2L	8123505	8123857
chr2L	8123857	8124195
chr2L	8124195	8124471
chr2L	8124471	8124691
chr2L	8124691	8124970
chr2L	8124970	8125726
chr2L	8125726	8126430
chr2L	8126430	8127147
chr2L	8127147	8128001
chr2L	8128001	8128347
chr2L	8128347	8128539
chr2L	8128539	8128742
chr2L	8128742	8129104
chr2L	8129104	8129335
chr2L	8129335	8129685
chr2L	8129685	8130029
chr2L	8130029	8130236
chr2L	8130236	8130697
chr2L	8130697	8131061
chr2L	8131061	8131244
chr2L	8131244	8131877
chr2L	8131877	8132417
chr2L	8132417	8132668
chr2L	8132668	8133207
chr2L	8133207	8133499
chr2L	8133499	8133703
chr2L	8133703	8134114
chr2L	8134114	8134480
chr2L	8134480	8134673
chr2L	8134673	8134973
chr2L	8134973	8135189
chr2L	8135189	8135448
chr2L	8135448	8135699
chr2L	8135699	8135952
chr2L	8135952	8136143
chr2L	8136143	8136352
chr2L	8136352	8136711
chr2L	8136711	8137088
chr2L	8137088	8137587
chr2L	8137587	8138039
chr2L	8138039	8138333
chr2L	8138333	8138529
chr2L	8138529	8138810
chr2L	8138810	8139458
chr2L	8139458	8140193
chr2L	8140193	8140755
chr2L	8140755	8141052
chr2L	8141052	8141430
chr2L	8141430	8141709
chr2L	8141709	8142097
chr2L	8142097	8142545
chr2L	8142545	8142863
chr2L	8142863	8143164
chr2L	8143164	8143566
chr2L	8143566	8144131
chr2L	8144131	8144435
chr2L	8144435	8144709
chr2L	8144709	8145027
chr2L	8145027	8145494
chr2L	8145494	8145927
chr2L	8145927	8146263
chr2L	8146263	8146951
chr2L	8146951	8147563
chr2L	8147563	8148382
chr2L	8148382	8148598
chr2L	8148598	8149199
chr2L	8149199	8149564
chr2L	8149564	8150158
chr2L	8150158	8150806
chr2L	8150806	8151241
chr2L	8151241	8151750
chr2L	8151750	8152385
chr2L	8152385	8152948
chr2L	8152948	8153356
chr2L	8153356	8153842
chr2L	8153842	8154350
chr2L	8154350	8154524
chr2L	8154524	8154824
chr2L	8154824	8155184
chr2L	8155184	8155623
chr2L	8155623	8156285
chr2L	8156285	8156848
chr2L	8156848	8157227
chr2L	8157227	8157507
chr2L	8157507	8157901
chr2L	8157901	8158382
chr2L	8158382	8158840
chr2L	8158840	8159247
chr2L	8159247	8159547
chr2L	8159547	8159918
chr2L	8159918	8160477
chr2L	8160477	8160667
chr2L	8160667	8160919
chr2L	8160919	8161281
chr2L	8161281	8161755
chr2L	8161755	8162146
chr2L	8162146	8162644
chr2L	8162644	8163164
chr2L	8163164	8163484
chr2L	8163484	8163963
chr2L	8163963	8164434
chr2L	8164434	8164882
chr2L	8164882	8165550
chr2L	8165550	8166136
chr2L	8166136	8166543
chr2L	8166543	8167156
chr2L	8167156	8167660
chr2L	8167660	8168059
chr2L	8168059	8168616
chr2L	8168616	8169204
chr2L	8169204	8169788
chr2L	8169788	8170061
chr2L	8170061	8170385
chr2L	8170385	8170892
chr2L	8170892	8171271
chr2L	8171271	8171554
chr2L	8171554	8171861
chr2L	8171861	8172407
chr2L	8172407	8172745
chr2L	8172745	8173030
chr2L	8173030	8173453
chr2L	8173453	8173746
chr2L	8173746	8174594
chr2L	8174594	8175325
chr2L	8175325	8175651
chr2L	8175651	8175881
chr2L	8175881	8176342
chr2L	8176342	8176883
chr2L	8176883	8177122
chr2L	8177122	8178019
chr2L	8178019	8178203
chr2L	8178203	8178473
chr2L	8178473	8178975
chr2L	8178975	8179555
chr2L	8179555	8179816
chr2L	8179816	8180047
chr2L	8180047	8180426
chr2L	8180426	8181029
chr2L	8181029	8181318
chr2L	8181318	8181940
chr2L	8181940	8183016
chr2L	8183016	8183567
chr2L	8183567	8183956
chr2L	8183956	8184314
chr2L	8184314	8184593
chr2L	8184593	8185062
chr2L	8185062	8185521
chr2L	8185521	8185811
chr2L	8185811	8186020
chr2L	8186020	8186570
chr2L	8186570	8186758
chr2L	8186758	8187140
chr2L	8187140	8187397
chr2L	8187397	8187679
chr2L	8187679	8188491
chr2L	8188491	8188912
chr2L	8188912	8189424
chr2L	8189424	8190261
chr2L	8190261	8190778
chr2L	8190778	8191081
chr2L	8191081	8191930
chr2L	8191930	8192927
chr2L	8192927	8193652
chr2L	8193652	8194087
chr2L	8194087	8194472
chr2L	8194472	8194658
chr2L	8194658	8194838
chr2L	8194838	8195370
chr2L	8195370	8195654
chr2L	8195654	8196137
chr2L	8196137	8196485
chr2L	8196485	8196789
chr2L	8196789	8197184
chr2L	8197184	8197585
chr2L	8197585	8197811
chr2L	8197811	8198255
chr2L	8198255	8198613
chr2L	8198613	8198874
chr2L	8198874	8199436
chr2L	8199436	8199992
chr2L	8199992	8200609
chr2L	8200609	8200861
chr2L	8200861	8201394
chr2L	8201394	8201908
chr2L	8201908	8202225
chr2L	8202225	8202812
chr2L	8202812	8203479
chr2L	8203479	8203807
chr2L	8203807	8204068
chr2L	8204068	8204275
chr2L	8204275	8204620
chr2L	8204620	8204940
chr2L	8204940	8205388
chr2L	8205388	8205741
chr2L	8205741	8206307
chr2L	8206307	8206938
chr2L	8206938	8207802
chr2L	8207802	8208261
chr2L	8208261	8208508
chr2L	8208508	8208674
chr2L	8208674	8209183
chr2L	8209183	8209594
chr2L	8209594	8209913
chr2L	8209913	8210242
chr2L	8210242	8210672
chr2L	8210672	8210869
chr2L	8210869	8211392
chr2L	8211392	8211717
chr2L	8211717	8212221
chr2L	8212221	8212803
chr2L	8212803	8213100
chr2L	8213100	8213464
chr2L	8213464	8213870
chr2L	8213870	8214398
chr2L	8214398	8214894
chr2L	8214894	8215435
chr2L	8215435	8215881
chr2L	8215881	8216722
chr2L	8216722	8217943
chr2L	8217943	8218235
chr2L	8218235	8218768
chr2L	8218768	8219182
chr2L	8219182	8219486
chr2L	8219486	8220002
chr2L	8220002	8220496
chr2L	8220496	8221102
chr2L	8221102	8221624
chr2L	8221624	8222177
chr2L	8222177	8222429
chr2L	8222429	8223712
chr2L	8223712	8224002
chr2L	8224002	8224238
chr2L	8224238	8224785
chr2L	8224785	8225092
chr2L	8225092	8225438
chr2L	8225438	8225976
chr2L	8225976	8226213
chr2L	8226213	8226468
chr2L	8226468	8226738
chr2L	8226738	8227211
chr2L	8227211	8227671
chr2L	8227671	8227913
chr2L	8227913	8228192
chr2L	8228192	8228362
chr2L	8228362	8228893
chr2L	8228893	8229260
chr2L	8229260	8229559
chr2L	8229559	8229910
chr2L	8229910	8230584
chr2L	8230584	8231505
chr2L	8231505	8232081
chr2L	8232081	8232274
chr2L	8232274	8232739
chr2L	8232739	8233103
chr2L	8233103	8233641
chr2L	8233641	8234748
chr2L	8234748	8235657
chr2L	8235657	8236112
chr2L	8236112	8237050
chr2L	8237050	8237650
chr2L	8237650	8238198
chr2L	8238198	8238562
chr2L	8238562	8238878
chr2L	8238878	8239480
chr2L	8239480	8240055
chr2L	8240055	8240387
chr2L	8240387	8240645
chr2L	8240645	8240938
chr2L	8240938	8241581
chr2L	8241581	8241900
chr2L	8241900	8242190
chr2L	8242190	8242644
chr2L	8242644	8242871
chr2L	8242871	8243193
chr2L	8243193	8243396
chr2L	8243396	8243597
chr2L	8243597	8244191
chr2L	8244191	8244711
chr2L	8244711	8245230
chr2L	8245230	8245616
chr2L	8245616	8246109
chr2L	8246109	8246810
chr2L	8246810	8247091
chr2L	8247091	8247276
chr2L	8247276	8248885
chr2L	8248885	8249281
chr2L	8249281	8250048
chr2L	8250048	8250549
chr2L	8250549	8251319
chr2L	8251319	8251723
chr2L	8251723	8252472
chr2L	8252472	8253175
chr2L	8253175	8253610
chr2L	8253610	8254133
chr2L	8254133	8254635
chr2L	8254635	8254903
chr2L	8254903	8255471
chr2L	8255471	8255841
chr2L	8255841	8256104
chr2L	8256104	8256374
chr2L	8256374	8256714
chr2L	8256714	8257166
chr2L	8257166	8257695
chr2L	8257695	8257983
chr2L	8257983	8258194
chr2L	8258194	8258701
chr2L	8258701	8259457
chr2L	8259457	8260070
chr2L	8260070	8260433
chr2L	8260433	8260912
chr2L	8260912	8261330
chr2L	8261330	8261729
chr2L	8261729	8262199
chr2L	8262199	8263030
chr2L	8263030	8264231
chr2L	8264231	8265053
chr2L	8265053	8265408
chr2L	8265408	8265998
chr2L	8265998	8266886
chr2L	8266886	8267409
chr2L	8267409	8268055
chr2L	8268055	8268930
chr2L	8268930	8269572
chr2L	8269572	8270098
chr2L	8270098	8270612
chr2L	8270612	8270801
chr2L	8270801	8271157
chr2L	8271157	8271510
chr2L	8271510	8271791
chr2L	8271791	8272520
chr2L	8272520	8273293
chr2L	8273293	8274149
chr2L	8274149	8274942
chr2L	8274942	8275489
chr2L	8275489	8276245
chr2L	8276245	8276710
chr2L	8276710	8277046
